"book","day","english","korean","sentence1","translation1","sentence2","translation2","sentence3","translation3","sentence4","translation4"
"1","22","bargain","① n. (거래) 합의, 흥정 v. 흥정하다, 매매 교섭을 하다 ② n. 싸게 산 물건","I have kept my side of the bargain, but he hasn't./bargain*_______________","합의 내용 중 나는 내가 하기로 한 것을 지켰는데 그는 지키지 않았다.","","","","","",""
"1","22","goods ","n. 상품, 물품, 소유물, 재화 ","Goods will be sent within 48 hours of receiving your order./Goods*_______________","물품은 주문을 받고 48시간 내에 발송될 것이다.","","","","","",""
"1","22","commodity ","n. 상품, 판매품 ","Here basic commodities like bread and meat are in short supply./commodities*_______________es","이곳은 빵과 고기 같은 기본적인 물품이 공급이 딸린다.","","","","","",""
"1","22","merchandise ","n. 상품 v. (광고·선전 등으로) 판매를 촉진하다 ","All merchandise is now on sale at 30% off./merchandise*_______________","모든 상품이 30% 할인된 가격으로 지금 세일 중이다.","","","","","",""
"1","22","merchant ","n. 상인, 무역[도매]상 ","He was a wealthy merchant who dealt in coal and oil./merchant*_______________","그는 석탄과 석유를 취급하는 부유한 상인이었다.","","","","","",""
"1","22","outlet ","① n. 직판점, 전문 매장, 아울렛 ② n. (기체·액체의) 배출구; (감정 등의) 발산 수단 ③ n. 콘센트, (전기) 코드 구멍 ","They are looking for more retail outlets for their products./outlets*_______________s","그들은 자신들의 제품을 판매할 더 많은 소매 판매처를 찾고 있다.","","","","","",""
"1","22","client ","n. 고객, 의뢰인","I have an important meeting with a new client tomorrow./client*_______________","나는 내일 새 고객과 중요한 회의가 있다.","","","","","",""
"1","22","patron ","① n. 단골손님, 고객 ② n. 후원자","The restaurant has a special parking area and toilet facilities for disabled patrons./patrons*_______________s","그 레스토랑은 장애인 고객을 위한 특별 주차지역과 화장실 시설을 가지고 있다.","","","","","",""
"1","22","purchase ","v. 사다, 구입[구매]하다 ","They purchased the land for the purpose of constructing a commercial office building./purchased*_______________d","그들은 상업용 사무실 건물을 짓기 위한 목적으로 그 땅을 구입했다.","","","","","",""
"1","22","demand ","① n. 수요 v. 필요로 하다, 요하다 ② v. 요구하다 n. 요구 ","The demand for oil is closely related to the growth in economic activity./demand*_______________","석유에 대한 수요는 경제 활동의 성장과 밀접한 관련이 있다.","","","","","",""
"1","22","import ","v. 수입하다 n. 수입(품)","The country must import most of the raw materials needed for its industries./import*_______________","그 나라는 산업에 필요한 원자재의 대부분을 수입해야 한다.","","","","","",""
"1","22","wholesale ","n. 도매 a.ad. 도매의[로] ","The company is one of the largest wholesale suppliers of food products in the US./wholesale*_______________","그 회사는 미국에서 가장 큰 식료품 도매 공급업체 중의 하나이다.","","","","","",""
"1","22","retail ","n. 소매 ad. 소매로 v. 소매하다","Every book is discounted 10 to 15 percent off the retail price./retail*_______________","모든 책은 소매가격에서 10에서 15퍼센트 할인된다.","","","","","",""
"1","22","fee ","n. 수수료; 요금, 회비, 가입비 ","The company spent more than $2 million in legal fees last year./fees*_______________s","그 회사는 작년에 법무 관련 수수료로 2백만 달러 이상을 썼다.","The club charges an annual membership fee of $1000./fee*_______________","그 클럽은 1000달러의 연회비를 부과한다.","","","",""
"1","22","fare ","n. (교통) 요금, 운임 ","At that time the air fare from Tokyo to Paris was almost 700 dollars./fare*_______________","그 당시 도쿄에서 파리까지의 항공 요금은 거의 700달러이었다.","","","","","",""
"1","22","quote ","① v. 견적을 내다 n. 견적(서) ② v. (있는 그대로) 인용하다, 예로 들다 n. 인용, 인용문[구, 어]; (-s) 인용 부호, 따옴표","They quoted us $200 for the parts and $500 for the installation./quoted*_______________d","그들은 우리에게 부품에 대해 $200와 설치에 대해 $500의 견적을 냈다.","","","","","",""
"1","22","bid ","v. 값을 부르다[제시하다], 응찰하다 ","He bid three thousand dollars for the painting at the auction./bid*_______________","그는 경매에서 그 그림 값으로 3,000달러를 불렀다.","","","","","",""
"1","22","luxury ","n. 호화로움, 사치(품) ","He dreamed of getting rich and living a life of luxury./luxury*_______________","그는 부자가 되어서 호화로운 생활을 하기를 꿈꾸었다.","","","","","",""
"1","22","advertise ","v. 광고하다 ","Advertising in the local newspaper is a good way to attract new customers./Advertising*_______________ing","지역 신문에 광고를 하는 것은 새로운 고객을 끌어들이기 위한 좋은 방법이다.","","","","","",""
"1","22","publicity ","n. 홍보, 선전; 매스컴의 관심[주목] ","The incident has received a lot of publicity in the media./publicity*_______________","그 사건은 미디어의 많은 관심을 받았다.","","","","","",""
"1","22","grant ","① v. (금전·권리를) 주다, 승인하다 ② n. 보조금","She was granted U.S. citizenship in 2010 when she married her American husband./granted*_______________ed","그녀는 미국인 남편과 결혼한 2010년에 미국 시민권을 받았다.","","","","","",""
"1","22","issue ","① v. (공공 기관이 증명서를) 내주다, 발행하다 v. (출판물·주화·우표를) 발행하다 n. 발행(물), (출판물의) 제 ~쇄[판, 호] ② n. 문제, 쟁점 ③ v. (선언·명령·경고 등을) 발표[공표]하다 ","Each member of the club will be issued with a membership card./issued*_______________d","클럽의 각 회원에게는 멤버십 카드가 발급된다.","The post office issued a special stamp to mark the event./issued*_______________d","우체국은 그 행사를 기념하기 위해 특별 우표를 발행했다.","In the latest issue of Time Magazine, there is an interesting article./issue*_______________","타임 잡지의 최신호에는 흥미로운 기사가 하나 있다.","",""
"1","22","concede ","① v. (마지못해) 내주다, 허용하다 ② v. (명백해서) 인정하다","They refused to concede power to the opposition after losing the elections./concede*_______________","그들은 선거 패배 후 야당에 권력을 내주기를 거부했다.","","","","","",""
"1","22","spare ","① v. 내주다, 할애하다 ② a. 예비[여분, 여가]의 n. 예비[준비, 비상용]품 v. 아끼다, 아껴서 안 쓰다 ③ v. 모면하게[겪지 않아도 되게] 하다","Could you spare me a few minutes after lunch today?/spare*_______________","오늘 점심 식사 후에 내게 몇 분만 시간을 내주시겠습니까?","","","","","",""
"1","22","confer ","① v. 칭호[명예, 학위, 특권]를 수여하다 ② v. (남과) 상의[의논]하다 ","An honorary doctor's degree was conferred on him by Harvard University in 2011./conferred*_______________ed","2001년 하버드 대학에서 그에게 명예 박사 학위가 수여되었다.","","","","","",""
"1","22","submit ","① v. (서류 등을) 제출하다 ② v. 굴복[복종]하다 ","You must submit your application by February 15, 2012./submit*_______________","2012년 2월 15일까지 지원서를 제출해야 합니다.","","","","","",""
"1","22","donate ","v. 기부[기증]하다","Many wealthy people donate significant time and money to charities./donate*_______________","많은 부유한 사람들이 상당한 시간과 돈을 자선단체에 기부한다.","","","","","",""
"1","22","contribute ","① v. (돈·물품·지식을) 기부[기여]하다 ② v. (글·기사를) 기고하다 ③ v. (~의) 한 원인이 되다 ","We would like to thank everyone who has contributed to the success of this event./contributed*_______________d","우리는 이 행사의 성공에 기여해 주신 모든 분께 감사드리고 싶습니다.","","","","","",""
"1","22","reward ","n. 보상[포상, 사례](금) v. 보상[보답]하다, 포상을 주다","Don't forget to reward good behavior just as you would punish bad behavior./reward*_______________","나쁜 행동에 대해서 벌을 주는 것처럼 좋은 행동에 대해서 보답하는 것을 잊지 마십시오.","","","","","",""
"1","22","supply ","v. (대량으로) 공급[제공]하다 n. 공급(량); (-ies) 보급품","The river supplies drinking water to millions of people./supplies*_______________s","그 강은 수백만 명의 사람들에게 식수를 제공한다.","","","","","",""
"1","22","provide ","v. (미리 알아서) 제공[공급]하다","The hotel provides 24-hour room service to its guests./provides*_______________s","그 호텔은 투숙객들에게 24시간 룸서비스를 제공한다.","","","","","",""
"1","22","furnish ","① v. 제공[공급]하다 ② v. (가구 등을) 비치하다, 갖추어 놓다 ","They furnished him with all the necessary information./furnished*_______________ed","그들은 그에게 모든 필요한 정보를 제공했다.","","","","","",""
"1","22","render ","① v. (도움·서비스를) 주다, 제공하다 ② v. ~을 ~상태가 되게 만들다 ③ v. 표현[묘사]하다, 연기[연주]하다; (다른 언어로) 번역하다","He is under obligations to pay them for services rendered by them./rendered*_______________ed","그는 그들에 의해 제공된 서비스에 대해 그들에게 지불할 의무가 있다.","","","","","",""
"1","22","equip ","v. 갖추다, 갖추어 주다 ","All the classrooms are equipped with networked computer systems./equipped*_______________ed","모든 교실은 네트워크에 연결된 컴퓨터 시스템을 갖추고 있다.","","","","","",""
